trainer/Log Pis Std,exploration/num steps total,evaluation/num steps total,exploration/Actions Max,evaluation/path length Mean,exploration/Returns Max,evaluation/path length Min,time/exploration real sampling (s),trainer/Q Targets Min,trainer/Q2 Predictions Min,time/training (s),evaluation/path length Std,time/epoch (s),evaluation/Rewards Max,trainer/Log Pis Max,evaluation/Returns Mean,trainer/Q1 Predictions Min,time/evaluation sampling (s),trainer/Alpha,exploration/Returns Min,trainer/Policy log std Min,time/logging (s),trainer/Alpha Loss,trainer/Q Targets Std,trainer/Policy mu Max,Epoch,exploration/Num Paths,trainer/Policy log std Std,evaluation/Rewards Std,exploration/Average Returns,exploration/path length Max,exploration/Rewards Max,exploration/path length Min,exploration/Rewards Std,exploration/Rewards Min,exploration/num paths total,exploration/path length Std,time/data storing (s),evaluation/Actions Min,trainer/Q2 Predictions Max,time/total (s),evaluation/Rewards Min,trainer/Policy log std Mean,trainer/Q2 Predictions Std,trainer/Q1 Predictions Mean,exploration/path length Mean,trainer/Policy mu Min,evaluation/Average Returns,trainer/Q Targets Max,exploration/Actions Min,replay_buffer/size,trainer/Log Pis Mean,evaluation/Num Paths,trainer/QF2 Loss,trainer/Log Pis Min,time/exploration sim sampling (s),evaluation/Returns Max,exploration/Actions Std,trainer/Q1 Predictions Std,evaluation/Actions Mean,trainer/Q Targets Mean,trainer/Policy mu Mean,trainer/Q2 Predictions Mean,exploration/Returns Std,evaluation/Returns Min,trainer/Policy mu Std,trainer/Policy Loss,trainer/Policy log std Max,exploration/Returns Mean,trainer/Q1 Predictions Max,evaluation/Actions Max,exploration/Actions Mean,evaluation/Returns Std,evaluation/Actions Std,evaluation/path length Max,exploration/Rewards Mean,evaluation/num paths total,trainer/QF1 Loss,evaluation/Rewards Mean,time/saving (s)
2.10791,2200,110000,1.99152,1000.0,-83.7034341026,1000,0.06558015100017656,-42.1693,-42.2398,20.448089209996397,0.0,23.355621652983245,-0.000225673160455,6.99299,-2073.22007845,-42.4994,2.8142163599986816,0.06856537610292435,-83.7034341026,-2.12987,0.015347283995652106,-0.6783806681632996,12.3246,0.77539,21,1,0.302205,1.9984930798,-83.7034341026,100,-0.0106403176767,100,1.40429804403,-6.87174659056,22,0.0,0.0006042109962436371,-4.51523,-2.85205,531.9350832209966,-6.36525475977,-0.912839,12.2584,-11.0129,100.0,-2.99801,-2073.22007845,-2.79092,-3.08476,0,1.74687,5,0.320004,-3.18434,6.866001058369875e-06,-466.386062849,1.01749,12.3247,-0.576583,-10.9012,-1.20525,-10.9073,0.0,-4438.81066645,0.736323,10.6292,-0.32197,-83.7034341026,-2.9282,3.93306,-0.638471,1919.21580595,1.10323,1000,-0.837034341026,110,0.34703,-2.07322007845,0.011777570995036513
2.07453,2300,115000,2.02556,1000.0,-44.6459693856,1000,0.06628166399605107,-42.4129,-41.4337,21.598016376003216,0.0,24.50035490099981,-0.000198566873255,7.65639,-1360.86719868,-41.7573,2.8042676100012613,0.06734497845172882,-44.6459693856,-2.17168,0.014783742000872735,0.17134006321430206,12.5632,0.872462,22,1,0.298884,1.71192697072,-44.6459693856,100,-0.00696587134418,100,0.519968713419,-2.13345263664,23,0.0,0.0006848039993201382,-4.34706,-2.53009,556.4414289170018,-6.66326211329,-0.903174,12.4982,-11.8519,100.0,-2.99031,-1360.86719868,-3.06443,-3.92283,0,2.06351,5,0.49413,-3.80488,7.226997695397586e-06,-431.411227114,1.04189,12.4996,-0.60525,-12.0388,-1.25335,-11.8379,0.0,-4429.20456754,0.768438,11.2972,-0.316945,-44.6459693856,-2.87302,3.68211,-0.592037,1538.51899384,1.05463,1000,-0.446459693856,115,0.501403,-1.36086719868,0.016313478001393378
2.03967,2400,120000,1.97796,1000.0,-60.390787219,1000,0.06704727299802471,-43.4067,-44.5907,21.863518323996686,0.0,24.919939119994524,-0.000672420049093,7.28367,-1279.08584611,-43.5321,2.961753488998511,0.06539829075336456,-60.390787219,-2.10754,0.01320266599941533,0.24911950528621674,12.4308,0.791892,23,1,0.28801,1.67975336261,-60.390787219,100,-0.00657322275665,100,0.671598920937,-3.64936077736,24,0.0,0.0006182869983604178,-4.41783,-3.27485,581.3662244279985,-7.09795156313,-0.962609,12.4744,-11.4143,100.0,-2.86703,-1279.08584611,-3.24564,-3.23958,0,2.09134,5,0.424693,-3.764,7.1210015448741615e-06,-455.46286197,1.05352,12.4258,-0.601839,-11.3915,-1.26579,-11.4777,0.0,-4420.62989957,0.768831,11.5254,-0.442514,-60.390787219,-3.16438,3.5763,-0.647284,1571.18449669,1.05659,1000,-0.60390787219,120,0.503016,-1.27908584611,0.013791960001981352
2.11248,2500,125000,2.3404,1000.0,-50.8341879197,1000,0.07424995700421277,-43.5345,-44.0921,21.321936294996704,0.0,24.338052633982443,-0.00335055661955,7.50836,-2859.69542125,-43.5563,2.913396550997277,0.06372545659542084,-50.8341879197,-2.10635,0.013560092993429862,-0.18084554374217987,11.4306,0.947698,24,1,0.315922,1.97663479193,-50.8341879197,100,-0.0207876423499,100,0.489808669958,-2.00802540671,25,0.0,0.0006148129905341193,-4.42197,-3.25681,605.7093461639743,-7.80170912534,-0.916939,11.3892,-10.6829,100.0,-2.8904,-2859.69542125,-3.43833,-3.44168,0,1.93431,5,0.402933,-2.80889,6.317000952549279e-06,-513.669663799,1.05021,11.3489,-0.551085,-10.9093,-1.16807,-10.6681,0.0,-4430.90313228,0.781127,10.5825,-0.25825,-50.8341879197,-3.23174,3.89089,-0.570487,1903.08218839,1.14659,1000,-0.508341879197,125,0.455261,-2.85969542125,0.01428860799933318
2.29587,2600,130000,2.3535,1000.0,-95.3100946586,1000,0.06666917399707017,-42.2926,-42.9749,25.21867272700183,0.0,28.37409843000205,-0.000265370450509,7.40691,-2063.44715697,-42.8903,3.056809918001818,0.06128685921430588,-95.3100946586,-2.20693,0.015883788000792265,0.030795414000749588,11.9117,0.951113,25,1,0.320111,1.9939085747,-95.3100946586,100,-0.00534442575682,100,1.2247186409,-5.58101704744,26,0.0,0.0006066579953767359,-4.32323,-3.67544,634.0882616259769,-7.73601247709,-0.947341,11.9602,-12.0007,100.0,-2.95958,-2063.44715697,-3.66545,-3.66668,0,2.01103,5,0.397757,-5.54788,6.515001587104052e-06,-409.497925825,1.03894,11.8754,-0.574097,-11.9834,-1.23463,-12.102,0.0,-4420.07466233,0.810688,11.8582,-0.393876,-95.3100946586,-3.59348,3.49655,-0.480103,1919.28771847,1.09967,1000,-0.953100946586,130,0.471802,-2.06344715697,0.015449650003574789
2.10058,2700,135000,1.98969,1000.0,-79.9641554385,1000,0.08119819000421558,-43.3918,-41.4718,21.70168432799983,0.0,24.94852159600123,-0.00129612284219,7.22202,-2090.09883688,-41.7604,3.135127442998055,0.05938712880015373,-79.9641554385,-2.12845,0.01407488199765794,0.22939670085906982,11.4705,0.89845,26,1,0.321188,1.98398881293,-79.9641554385,100,-0.0063502543718,100,1.22249504017,-7.3014738489,27,0.0,0.0008941470005083829,-4.87824,-3.77386,659.0419948879644,-6.74559253497,-0.902682,11.4579,-11.1046,100.0,-2.91279,-2090.09883688,-3.82136,-3.42553,0,2.08124,5,0.44919,-2.81497,6.775997462682426e-06,-446.068294814,1.04554,11.4674,-0.577638,-10.9916,-1.24434,-11.0005,0.0,-4401.08239817,0.742201,11.2481,-0.244624,-79.9641554385,-3.91804,3.48733,-0.65796,1885.11164138,1.077,1000,-0.799641554385,135,0.511167,-2.09009883688,0.01553583000350045
2.18151,2800,140000,2.29998,1000.0,-72.7064246424,1000,0.06550163500651252,-52.0741,-52.0838,22.601571175000572,0.0,25.782190294004977,-0.00266877932492,7.16244,-3596.33958954,-52.4963,3.085474887993769,0.05875420570373535,-72.7064246424,-2.11193,0.013842868000210728,0.5966019630432129,11.8042,0.933156,27,1,0.315376,1.63664552038,-72.7064246424,100,-0.00561563105292,100,0.771718736919,-3.5915417474,28,0.0,0.0006099780002841726,-4.44307,-3.97969,684.8297070539702,-6.23284142725,-0.888098,11.8202,-11.4408,100.0,-2.95052,-3596.33958954,-4.01226,-3.6228,0,2.21049,5,0.335151,-3.74319,6.451002263929695e-06,-405.17606187,1.08369,11.828,-0.521645,-11.3643,-1.27985,-11.3882,0.0,-4413.45484432,0.746684,11.6997,-0.324776,-72.7064246424,-4.0318,4.20264,-0.623203,1595.63266033,1.15311,1000,-0.727064246424,140,0.416514,-3.59633958954,0.015183299001364503
2.12887,2900,145000,2.681,1000.0,-71.8142590862,1000,0.06406048800272401,-46.9431,-47.5574,21.234250225003052,0.0,24.509390909996,-0.000281539804507,7.29992,-2180.23523632,-47.394,3.1821840589982457,0.056752610951662064,-71.8142590862,-2.42301,0.01356752599531319,0.5983045697212219,10.9558,0.819231,28,1,0.31119,1.98339317129,-71.8142590862,100,-0.00653192993734,100,1.13876836181,-7.03627037668,29,0.0,0.0006215150060597807,-5.09926,-4.31749,709.3439070619715,-6.66569118116,-0.956999,11.0428,-10.9718,100.0,-3.00424,-2180.23523632,-4.15885,-3.46895,0,2.20853,5,0.290853,-3.70806,6.443995516747236e-06,-651.934648884,1.02986,11.0063,-0.600497,-10.9056,-1.26239,-11.0418,0.0,-4405.2957118,0.751472,11.2656,-0.339388,-71.8142590862,-4.21618,3.47909,-0.607293,1815.1217079,1.08124,1000,-0.718142590862,145,0.308298,-2.18023523632,0.014700652995088603
2.16266,3000,150000,2.42267,1000.0,-81.5695474364,1000,0.06715781000093557,-47.1079,-46.4573,21.776577800999803,0.0,24.63713853000081,-0.00114368904398,7.29671,-486.184364893,-45.9929,2.7644272559991805,0.05502452701330185,-81.5695474364,-2.4687,0.013340650999452919,0.5969252586364746,11.9587,0.891041,29,1,0.309032,0.66782725722,-81.5695474364,100,-0.00199538354624,100,1.39821639016,-6.25076473894,30,0.0,0.0006069740047678351,-4.62838,-4.43685,733.9859565049701,-6.70781974046,-0.940223,11.8533,-11.9156,100.0,-3.01965,-486.184364893,-4.30929,-3.38802,0,2.20584,5,0.462592,-4.54952,7.40899849915877e-06,-423.93113973,1.04506,11.8181,-0.643942,-11.9022,-1.26305,-11.921,0.0,-571.026015806,0.769711,12.1099,-0.379425,-81.5695474364,-4.41055,2.9786,-0.631674,59.5518362828,1.0126,1000,-0.815695474364,150,0.541706,-0.486184364893,0.01502062899817247
2.40285,3100,155000,2.57203,1000.0,-122.856420463,1000,0.06646711000212235,-42.5163,-42.8129,22.53396229899954,0.0,25.479493106999143,-0.00100023193835,7.24406,-2043.64020842,-43.354,2.849953224998899,0.054176293313503265,-122.856420463,-2.53918,0.013496355000825133,0.40241554379463196,12.0536,1.00611,30,1,0.337072,2.01057143186,-122.856420463,100,-0.0111354005354,100,1.6493760887,-7.85863758104,31,0.0,0.0006262480019358918,-4.31702,-4.54081,759.4703354779849,-6.92328874413,-0.944298,12.2443,-13.276,100.0,-2.97273,-2043.64020842,-4.51867,-3.30566,0,2.13803,5,0.333373,-8.79261,6.695001502521336e-06,-421.572843086,0.974876,12.2272,-0.55881,-13.0673,-1.24711,-13.1983,0.0,-4451.15037848,0.805686,13.2184,-0.393795,-122.856420463,-4.63464,4.22465,-0.468399,1962.90618564,1.09169,1000,-1.22856420463,155,0.419804,-2.04364020842,0.01498117499431828
2.20895,3200,160000,2.49097,1000.0,-130.237182612,1000,0.07095169999956852,-42.7378,-42.5177,21.515892176001216,0.0,24.498013415992318,-0.00067938264942,8.00897,-2028.08952436,-42.6027,2.882256683995365,0.053291041404008865,-130.237182612,-2.11132,0.013592315001005773,0.16862358152866364,10.5035,1.00016,31,1,0.31724,2.01972211066,-130.237182612,100,-0.0103891429164,100,1.57876891091,-7.08563443051,32,0.0,0.0005987100012134761,-4.38387,-4.71347,783.9731626689754,-5.87627777438,-0.984863,10.5377,-11.3348,100.0,-2.92005,-2028.08952436,-4.6218,-2.74609,0,2.05751,5,0.266231,-4.10822,6.543996278196573e-06,-407.479355376,1.07713,10.4715,-0.585104,-11.334,-1.2236,-11.4195,0.0,-4456.01732402,0.761346,11.6037,-0.440223,-130.237182612,-4.63796,3.46906,-0.505593,1974.42913028,1.09749,1000,-1.30237182612,160,0.339956,-2.02808952436,0.014715286997670773
2.22635,3300,165000,2.50494,1000.0,-57.8995327322,1000,0.06514060899644392,-43.1258,-41.3846,20.615841824997915,0.0,23.4922318149911,-0.000309125695336,7.45967,-441.293239184,-41.9395,2.7795115310000256,0.0523233599960804,-57.8995327322,-2.32328,0.01349280800059205,0.307422935962677,11.6147,1.35448,32,1,0.311031,0.501141158438,-57.8995327322,100,-0.00825518996126,100,0.646213951801,-3.59109698244,33,0.0,0.0005940060000284575,-4.37542,-4.7299,807.4705937889812,-5.732621324,-0.880369,11.5128,-12.8531,100.0,-3.00923,-441.293239184,-4.79243,-3.89493,0,2.1042,5,0.226662,-2.19592,6.372996722348034e-06,-407.021284675,1.1072,11.5617,-0.605977,-12.804,-1.26885,-12.7678,0.0,-465.127144379,0.822131,13.0875,-0.350669,-57.8995327322,-4.85208,3.31181,-0.544932,21.1677393254,1.02112,1000,-0.578995327322,165,0.279896,-0.441293239184,0.017644662999373395
2.2559,3400,170000,2.32714,1000.0,-65.1765307793,1000,0.07032396400609287,-40.8689,-42.4235,23.00401047800551,0.0,26.06216159100586,-0.000556266586582,7.55964,-2071.85329331,-42.3978,2.9561387589928927,0.05125813186168671,-65.1765307793,-2.36894,0.014603465002437588,0.4895508289337158,10.4016,1.2058,33,1,0.325367,1.99338479717,-65.1765307793,100,-0.00244794424813,100,0.854502668821,-4.18140600773,34,0.0,0.0006241129958652891,-5.3356,-4.96032,833.5378531629976,-7.00834774395,-0.966856,10.4851,-11.7778,100.0,-2.95282,-2071.85329331,-4.92667,-3.86719,0,2.16478,5,0.272555,-5.08353,7.0739988586865366e-06,-456.60605434,1.08442,10.4239,-0.604245,-11.6496,-1.22785,-11.855,0.0,-4409.09048265,0.801365,11.9277,-0.408341,-65.1765307793,-4.9264,4.28077,-0.593701,1902.74009435,1.09604,1000,-0.651765307793,170,0.322313,-2.07185329331,0.016453738004202023
2.19305,3500,175000,1.63765,1000.0,-78.9112361013,1000,0.08366005799325649,-44.3107,-45.3462,21.412564148995443,0.0,25.563843669988273,-0.00146856522874,7.89606,-1258.40770606,-45.6455,4.037673958002415,0.05017821118235588,-78.9112361013,-2.53257,0.01352561499516014,-0.37860429286956787,10.0717,1.56842,34,1,0.30057,1.67512971386,-78.9112361013,100,-0.00986969550298,100,1.13916893905,-6.42785740128,35,0.0,0.000673454997013323,-4.29867,-4.90881,859.1066189409685,-6.92318697143,-0.936769,10.105,-10.9861,100.0,-2.93072,-1258.40770606,-4.99164,-2.90321,0,1.87346,5,0.254113,-6.86,7.0540045271627605e-06,-419.450624193,0.976389,10.1037,-0.598858,-11.0628,-1.16875,-11.009,0.0,-4421.64033168,0.802486,11.0596,-0.342226,-78.9112361013,-4.83903,3.95589,-0.566798,1582.93346431,1.06471,1000,-0.789112361013,175,0.262144,-1.25840770606,0.015739381000457797
2.17281,3600,180000,2.16961,1000.0,-104.955493058,1000,0.06855396899482002,-43.0232,-44.3471,22.604710909996356,0.0,25.95337192999432,-0.000414259011071,7.7382,-2108.47186952,-43.9626,3.249881561998336,0.049831852316856384,-104.955493058,-2.13461,0.013586446999397594,-0.3712413012981415,10.321,1.56064,35,1,0.31606,1.99199305841,-104.955493058,100,-0.00314269294233,100,1.36155577003,-7.45590800741,36,0.0,0.0006168510008137673,-4.61166,-5.30811,885.065385317961,-6.96919089177,-0.942932,10.3706,-11.4599,100.0,-2.87971,-2108.47186952,-5.17208,-3.63452,0,1.87621,5,0.169869,-4.43356,6.6590000642463565e-06,-516.02167577,1.06137,10.4411,-0.593614,-11.2235,-1.23591,-11.4212,0.0,-4424.25594351,0.744972,11.5461,-0.329537,-104.955493058,-5.28984,4.19397,-0.564175,1878.38965114,1.1008,1000,-1.04955493058,180,0.222331,-2.10847186952,0.01601553200453054
2.16808,3700,185000,2.12668,1000.0,-82.062406499,1000,0.08182505999866407,-44.7053,-45.0731,22.034301057996345,0.0,25.318256760998338,-0.000613283039505,7.08994,-2044.66323471,-44.8256,3.170700759997999,0.049566783010959625,-82.062406499,-2.4986,0.013343947000976186,0.1255582869052887,10.4339,1.62539,36,1,0.337258,2.0199672104,-82.062406499,100,-0.00737769584947,100,1.05111778011,-6.85268871343,37,0.0,0.0012260980001883581,-4.34587,-5.19375,910.3887084229573,-6.56687046534,-0.952276,10.4074,-11.0575,100.0,-2.8039,-2044.66323471,-5.24958,-3.52823,0,2.04179,5,0.151784,-8.91981,6.881004082970321e-06,-394.512255886,1.04634,10.3821,-0.586822,-11.161,-1.19911,-11.0654,0.0,-4434.68167059,0.769728,11.2793,-0.373241,-82.062406499,-5.10973,4.01103,-0.579211,1951.93904645,1.0789,1000,-0.82062406499,185,0.187102,-2.04466323471,0.016852957000082824
2.23296,3800,190000,1.85508,1000.0,-65.8792209213,1000,0.08565621900197584,-46.1621,-44.9233,23.144271443001344,0.0,26.08904638900276,-0.000857619912882,8.46203,-541.063086402,-46.0644,2.827279473996896,0.049055397510528564,-65.8792209213,-2.34215,0.01387325599353062,0.632011890411377,11.3821,1.35532,37,1,0.314746,0.780558541896,-65.8792209213,100,-0.0033941551791,100,0.69459138171,-2.91706971094,38,0.0,0.0006572300044354051,-4.47233,-5.34854,936.4841420859739,-6.41683107925,-0.967341,11.2106,-12.06,100.0,-2.93565,-541.063086402,-5.32896,-3.3128,0,2.20964,5,0.281071,-4.92073,6.10999995842576e-06,-407.806065588,1.02219,11.2919,-0.653225,-12.0486,-1.22572,-11.952,0.0,-697.630230876,0.799628,12.2505,-0.349136,-65.8792209213,-5.39024,3.31864,-0.610383,119.44697805,1.023,1000,-0.658792209213,190,0.27247,-0.541063086402,0.017302657004620414
2.16104,3900,195000,2.32488,1000.0,-38.314154195,1000,0.06475609399785753,-44.833,-45.3685,22.208923296995636,0.0,25.21947013400495,-0.00100111758417,7.84486,-2837.5915297,-45.4063,2.9151404770018416,0.04798169061541557,-38.314154195,-2.33899,0.013965810001536738,-0.4428136646747589,10.2796,1.71264,38,1,0.338201,2.00676079576,-38.314154195,100,-0.00522314895413,100,0.449025671402,-2.1511790521,39,0.0,0.0006462340024881996,-4.38782,-5.30291,961.708340014964,-6.81575055157,-0.949099,10.2146,-11.2177,100.0,-2.94855,-2837.5915297,-5.31793,-3.11061,0,1.85419,5,0.158821,-3.57929,6.753005436621606e-06,-427.060490757,1.06007,10.2593,-0.552752,-11.2774,-1.21052,-11.243,0.0,-4454.00458556,0.777676,11.2175,-0.349931,-38.314154195,-5.27906,3.83435,-0.716669,1962.27875649,1.14343,1000,-0.38314154195,195,0.17521,-2.8375915297,0.016031469000154175
2.29463,4000,200000,2.13108,1000.0,-36.4728739082,1000,0.06297613799688406,-44.6765,-44.9166,22.425798628995835,0.0,25.261630484994384,-0.000887858645098,8.40678,-1320.05944277,-45.3896,2.743291582999518,0.0467165932059288,-36.4728739082,-2.52522,0.01284684200072661,0.8421675562858582,10.725,2.13839,39,1,0.3193,1.71149053628,-36.4728739082,100,-0.00325158364312,100,0.397451722642,-1.98120417147,40,0.0,0.0005974529995000921,-4.57974,-5.29358,986.9752110859627,-6.50822998531,-0.942043,10.6905,-12.0038,100.0,-2.97331,-1320.05944277,-5.45826,-3.12497,0,2.27489,5,0.271672,-2.58414,6.722999387420714e-06,-387.622194463,0.949138,10.6986,-0.625978,-11.963,-1.22708,-11.9211,0.0,-4430.26205035,0.841083,12.5473,-0.464254,-36.4728739082,-5.46556,5.18541,-0.621107,1560.11594655,1.05711,1000,-0.364728739082,200,0.314251,-1.32005944277,0.016113117002532817
2.0584,4100,205000,2.12181,1000.0,-54.4867210791,1000,0.06562734299950534,-42.8444,-41.0492,21.680987375999393,0.0,24.720228359998146,-0.000919351578692,7.66119,-1255.92877175,-41.5937,2.9418711110047298,0.04570433124899864,-54.4867210791,-2.84776,0.013582626997958869,-0.23497968912124634,9.59782,2.13007,40,1,0.363074,1.68440968349,-54.4867210791,100,-0.00275949335551,100,0.628564186877,-2.94905037098,41,0.0,0.0006183560035424307,-4.32001,-5.34309,1011.7006848559467,-6.75562720027,-0.96073,9.46705,-11.0873,100.0,-3.0059,-1255.92877175,-5.453,-3.1659,0,1.92384,5,0.239804,-3.87966,6.747999577783048e-06,-397.605103914,1.00056,9.56863,-0.626574,-11.0168,-1.22402,-10.9312,0.0,-4410.70471778,0.805839,11.3504,-0.45103,-54.4867210791,-5.40785,3.1687,-0.672139,1578.10670836,1.05783,1000,-0.544867210791,205,0.271036,-1.25592877175,0.017534798993438017
2.15413,4200,210000,2.16468,1000.0,-69.9355623108,1000,0.06970753899804549,-44.613,-44.0752,22.104681868004263,0.0,25.636163404007675,-0.000614506516055,7.49348,-1245.91158994,-43.583,3.4316745619944413,0.045329101383686066,-69.9355623108,-2.74686,0.013125946003128774,-0.619564950466156,10.1659,1.60625,41,1,0.342918,1.68615120564,-69.9355623108,100,-0.0168425564456,100,1.153870241,-6.7505388889,42,0.0,0.0006392459981725551,-4.1642,-5.32517,1037.341926427951,-5.81902142624,-0.953501,10.0721,-11.2519,100.0,-2.91576,-1245.91158994,-5.53506,-2.90829,0,1.79974,5,0.204645,-5.28435,6.512003892567009e-06,-383.851562079,1.0815,10.066,-0.627865,-11.272,-1.17345,-11.2624,0.0,-4426.81543299,0.752897,11.2807,-0.288919,-69.9355623108,-5.14568,4.28683,-0.633196,1592.68569818,1.05541,1000,-0.699355623108,210,0.302844,-1.24591158994,0.01632773100573104
2.07441,4300,215000,1.96582,1000.0,-63.0050929618,1000,0.07543988399993395,-44.5903,-45.6006,20.634929212996212,0.0,23.65255470199918,-0.00195702783983,8.16664,-2828.08766902,-45.7994,2.912905174998741,0.04414922744035721,-63.0050929618,-2.74324,0.012832776999857742,-0.590348482131958,10.2599,2.10589,42,1,0.325858,2.00143812158,-63.0050929618,100,-0.0109732759122,100,0.681520136217,-3.83788864391,43,0.0,0.0006130720066721551,-4.22232,-5.42249,1060.999221568949,-6.51394173291,-0.952704,10.2929,-11.0956,100.0,-2.89958,-2828.08766902,-5.57137,-3.20986,0,1.81079,5,0.109714,-3.76406,7.356997230090201e-06,-424.491628833,0.984729,10.2552,-0.547449,-11.1688,-1.15201,-11.132,0.0,-4441.80568636,0.731383,11.485,-0.360878,-63.0050929618,-5.51836,4.03344,-0.560842,1959.07363658,1.13361,1000,-0.630050929618,215,0.139991,-2.82808766902,0.015827224000531714
2.25413,4400,220000,2.26795,1000.0,-49.0015826632,1000,0.06712397699448047,-42.7954,-41.8855,20.28344430600555,0.0,23.06700484400062,-0.00061871950864,7.98296,-495.268008315,-41.7722,2.682354676995601,0.043476786464452744,-49.0015826632,-2.87399,0.01653972500207601,-0.16210214793682098,9.92978,2.18241,43,1,0.390545,0.67772460423,-49.0015826632,100,-0.00139347013653,100,0.506411946854,-2.01736850968,44,0.0,0.0006092330077080987,-4.70553,-5.42213,1084.0714012679673,-4.96127528849,-0.968683,9.92879,-10.8894,100.0,-2.91156,-495.268008315,-5.60763,-3.30542,0,1.9483,5,0.309269,-6.73359,6.6069987951777875e-06,-376.682587157,0.96817,9.87283,-0.652079,-11.0907,-1.16788,-10.9165,0.0,-565.543407905,0.809368,11.4204,-0.373088,-49.0015826632,-5.45145,3.34585,-0.539801,75.6749819185,1.01766,1000,-0.490015826632,220,0.348761,-0.495268008315,0.016926318996411283
2.04611,4500,225000,2.49142,1000.0,-62.2227501799,1000,0.06545318500138819,-44.946,-45.5722,21.844803102001606,0.0,24.707261752992054,-0.0015413182895,7.63534,-1324.77745884,-45.6547,2.766100094995636,0.042843613773584366,-62.2227501799,-2.92592,0.013478202003170736,-0.2322341352701187,9.45455,0.769619,44,1,0.328299,1.71230371727,-62.2227501799,100,-0.00985182031015,100,1.0119527764,-5.57715949925,45,0.0,0.0006150309927761555,-4.41585,-5.65309,1108.7834775789597,-7.33164470548,-0.941737,9.48844,-10.4475,100.0,-3.03473,-1324.77745884,-5.63273,-4.58633,0,1.92628,5,0.13561,-3.45817,7.098999049048871e-06,-458.145178468,1.10488,9.49662,-0.610033,-10.3643,-1.18727,-10.4375,0.0,-4447.67177494,0.74405,10.8959,-0.356386,-62.2227501799,-5.6669,3.80646,-0.716594,1565.05426821,1.07416,1000,-0.622227501799,225,0.15624,-1.32477745884,0.016805038998427335
1.98302,4600,230000,2.26807,1000.0,-63.7866088208,1000,0.06998900700273225,-44.999,-44.918,21.69896970500122,0.0,24.705091792005987,-0.00110336295504,7.46893,-2036.52880496,-44.9646,2.904408081994916,0.042074836790561676,-63.7866088208,-3.01821,0.014116039004875347,0.24730142951011658,8.85228,2.23356,45,1,0.325362,1.99325380857,-63.7866088208,100,-0.00708475716159,100,0.866309091276,-4.21201155425,46,0.0,0.0006360569968819618,-5.87799,-5.54286,1133.4933115299864,-5.77137224398,-1.01119,8.83197,-9.95398,100.0,-2.89357,-2036.52880496,-5.65883,-3.52796,0,2.07805,5,0.202139,-4.40015,7.385002390947193e-06,-443.362286937,1.08783,8.78799,-0.572836,-10.051,-1.13795,-9.96259,0.0,-4417.85256208,0.759214,10.5548,-0.516876,-63.7866088208,-5.57903,4.06732,-0.632138,1937.13621769,1.09979,1000,-0.637866088208,230,0.192947,-2.03652880496,0.016965517002972774
2.15637,4700,235000,1.95445,1000.0,-37.3680605716,1000,0.06421788200532319,-41.509,-41.2551,22.462703179997334,0.0,25.46197071101051,-0.00181687363033,7.34398,-1281.28639498,-41.0519,2.9052093920035986,0.041426289826631546,-37.3680605716,-2.44296,0.012922684996738099,0.19286760687828064,9.25672,2.32429,46,1,0.327158,1.7053731715,-37.3680605716,100,-0.00363551807674,100,0.574341741713,-3.80294831167,47,0.0,0.0006320270040305331,-4.25474,-5.66851,1158.9610134379836,-7.62476832038,-0.92816,9.30974,-10.7571,100.0,-3.00228,-1281.28639498,-5.6409,-3.0081,0,2.06058,5,0.17204,-4.95747,7.296999683603644e-06,-418.39206211,1.05961,9.28966,-0.638318,-10.7391,-1.20887,-10.7423,0.0,-4421.53159116,0.780649,11.4319,-0.398401,-37.3680605716,-5.65895,4.21172,-0.792537,1571.19950768,1.06075,1000,-0.373680605716,235,0.23233,-1.28128639498,0.0162782480038004
2.13793,4800,240000,2.19464,1000.0,-110.249379688,1000,0.06945845099835424,-41.896,-41.8007,21.71255531800125,0.0,24.710628697001084,-0.000913953102353,8.03453,-2018.47277907,-41.6495,2.898706227002549,0.04063500091433525,-110.249379688,-3.04127,0.01356539400148904,0.05561600252985954,8.84592,1.92973,47,1,0.357365,2.01721609144,-110.249379688,100,-0.0136822477814,100,1.22005301044,-5.77597226586,48,0.0,0.0005886849976377562,-3.99444,-5.53785,1183.6761041539794,-6.54168876398,-1.01428,8.85023,-10.0155,100.0,-3.01473,-2018.47277907,-5.69126,-3.85501,0,2.01736,5,0.0739561,-2.16638,6.565998774021864e-06,-392.526575774,1.17502,8.87136,-0.59431,-10.0615,-1.22573,-9.98829,0.0,-4449.39196326,0.757377,10.7074,-0.357026,-110.249379688,-5.5878,4.17736,-0.703208,1969.54136247,1.07995,1000,-1.10249379688,240,0.130136,-2.01847277907,0.01574805600102991
