trainer/Q Targets Mean,trainer/Q1 Predictions Std,evaluation/Actions Min,trainer/QF1 Loss,trainer/Alpha Loss,exploration/Num Paths,trainer/Log Pis Max,trainer/Alpha,evaluation/Returns Max,exploration/Returns Std,trainer/Log Pis Std,evaluation/Actions Mean,exploration/Returns Mean,evaluation/Rewards Min,evaluation/path length Max,evaluation/num paths total,evaluation/Rewards Max,evaluation/Returns Std,time/exploration sim sampling (s),exploration/Actions Std,trainer/Q Targets Min,evaluation/path length Min,evaluation/Actions Max,evaluation/Rewards Std,trainer/Policy mu Std,trainer/Q Targets Std,time/data storing (s),evaluation/Average Returns,exploration/Actions Min,time/total (s),trainer/Q2 Predictions Max,time/saving (s),trainer/Policy mu Mean,trainer/Q1 Predictions Min,exploration/Returns Min,exploration/Rewards Max,replay_buffer/size,exploration/path length Std,evaluation/path length Std,evaluation/Returns Min,evaluation/Num Paths,evaluation/Actions Std,trainer/Policy mu Max,evaluation/path length Mean,trainer/Q Targets Max,trainer/Q2 Predictions Min,exploration/Returns Max,time/epoch (s),evaluation/Returns Mean,exploration/Actions Max,exploration/path length Max,trainer/Q1 Predictions Max,evaluation/Rewards Mean,trainer/Policy log std Max,time/exploration real sampling (s),exploration/Average Returns,trainer/Log Pis Mean,trainer/Policy log std Std,trainer/Policy Loss,trainer/Log Pis Min,exploration/Actions Mean,exploration/Rewards Mean,trainer/Policy mu Min,exploration/path length Mean,time/logging (s),exploration/num paths total,time/evaluation sampling (s),trainer/QF2 Loss,exploration/Rewards Min,exploration/Rewards Std,exploration/path length Min,trainer/Policy log std Min,evaluation/num steps total,trainer/Q2 Predictions Std,Epoch,exploration/num steps total,trainer/Q1 Predictions Mean,trainer/Policy log std Mean,trainer/Q2 Predictions Mean,time/training (s)
-38.4717,30.3493,-4.87614,3.4584,-0.15549036860466003,1,5.54549,0.1812305897474289,-417.348540781,0.0,1.97779,-0.581596,-74.2316899853,-8.44833013242,1000,105,-0.000474626805913,87.238139382,6.7689979914575815e-06,1.04906,-94.9929,1000,3.51353,0.669155154928,1.17892,30.4778,0.0006300829991232604,-512.469761916,-3.27578,508.3727163490148,-1.00751,0.013820984000631142,-0.935222,-95.4442,-74.2316899853,-0.00695929750629,0,0.0,0.0,-654.600908031,5,1.03058,2.33498,1000.0,-0.847805,-95.7178,-74.2316899853,23.657205031002377,-512.469761916,2.08092,100,-0.580056,-0.512469761916,-0.134,0.06600204300048063,-74.2316899853,1.90896,0.21957,36.1398,-6.00766,-0.633984,-0.742316899853,-2.44779,100.0,0.012867035002273042,21,2.675492545000452,3.30724,-5.58923717037,1.03607950329,100,-1.62926,105000,30.4563,20,2100,-38.7337,-0.705521,-38.5156,20.888385572001425
-40.3779,31.8193,-4.69603,2.43524,-0.12571468949317932,1,5.72901,0.17935213446617126,-509.233092997,0.0,1.88561,-0.553799,-133.220361248,-7.3224998632,1000,110,-0.00109780363249,44.2478820658,6.722999387420714e-06,1.15217,-95.9256,1000,3.64833,0.776145592502,1.18539,31.8817,0.000602224998146994,-564.665293945,-3.65302,533.32012162502,-0.918316,0.01998429400191526,-0.962236,-98.2176,-133.220361248,-0.0152059100585,0,0.0,0.0,-640.700384563,5,1.02819,2.46855,1000.0,-1.28655,-100.461,-133.220361248,24.940214130005188,-564.665293945,2.80728,100,-0.797947,-0.564665293945,-0.12864,0.06851553700107615,-133.220361248,1.92684,0.203561,38.182,-3.12985,-0.52309,-1.33220361248,-2.53323,100.0,0.013586248001956847,22,2.701292703000945,2.48465,-7.71570899783,1.65441615323,100,-1.58677,110000,31.7877,21,2200,-40.7426,-0.70753,-40.5439,22.13622640000176
-37.0452,30.2466,-4.43068,3.37775,-0.10917488485574722,1,5.83816,0.18274585902690887,-493.689959806,0.0,1.81468,-0.541686,-74.5357111863,-7.99142357962,1000,115,-0.000682370961708,56.2090954455,6.7159999161958694e-06,0.982861,-96.806,1000,3.85503,0.715561050713,1.22276,30.5692,0.0006154169968795031,-565.887477654,-2.91637,558.4108268640193,0.0510584,0.014079590000619646,-0.879056,-97.2896,-74.5357111863,-0.00566528908048,0,0.0,0.0,-664.294946943,5,1.0443,2.42501,1000.0,-1.45165,-97.6887,-74.5357111863,25.083980050996615,-565.887477654,3.46088,100,2.20971,-0.565887477654,-0.182431,0.06638316200042027,-74.5357111863,1.93576,0.20442,34.3617,-3.6935,-0.488571,-0.745357111863,-2.63038,100.0,0.012824984998587752,23,2.701701697998942,2.82206,-2.60549418919,0.664990892098,100,-1.654,115000,30.2402,22,2300,-36.5764,-0.740317,-36.9073,22.28836848300125
-37.8059,31.8322,-4.30044,12.9906,0.07097585499286652,1,5.52659,0.1805478036403656,-446.681878742,0.0,1.91638,-0.593699,-111.102298587,-7.79234339107,1000,120,-0.000411139731756,76.0152681552,6.409998604794964e-06,1.09921,-96.9488,1000,3.44293,0.873852957916,1.17954,31.8057,0.0006202240001584869,-584.963884899,-3.18209,582.9157885170207,-1.95546,0.014593381998565746,-1.01246,-97.9459,-111.102298587,-0.00584944173755,0,0.0,0.0,-672.426778176,5,1.03831,2.31891,1000.0,-1.56047,-98.1446,-111.102298587,24.49799789700046,-584.963884899,2.7983,100,-2.10586,-0.584963884899,-0.185385,0.06740674000320723,-111.102298587,2.04146,0.132595,36.1512,-3.83354,-0.460642,-1.11102298587,-2.32472,100.0,0.01301403699835646,24,2.6548613920022035,12.9708,-6.03537694033,1.28717245984,100,-1.50503,120000,31.8497,23,2400,-38.3448,-0.695167,-38.2787,21.747495711999363
-37.2414,31.6448,-4.81352,2.9355,0.1045602411031723,1,5.58924,0.17807261645793915,-439.653014382,0.0,1.86751,-0.560132,-122.351942985,-8.48044811668,1000,125,-4.42149880102e-05,81.7727567911,6.210000719875097e-06,1.09287,-97.2834,1000,3.8597,0.825418260532,1.21221,31.6229,0.0006259369984036312,-571.802934958,-3.19013,607.3653314690237,-1.78054,0.014323703999252757,-0.913935,-97.9997,-122.351942985,-0.00816354883586,0,0.0,0.0,-691.175440827,5,1.04528,2.37391,1000.0,-1.67631,-99.2567,-122.351942985,24.44261846700101,-571.802934958,2.261,100,-1.81399,-0.571802934958,-0.197183,0.06780211000295822,-122.351942985,2.0606,0.179021,35.299,-5.35768,-0.507528,-1.22351942985,-2.57146,100.0,0.012881156002549687,25,2.7217103299990413,2.60413,-6.39707945702,1.50713329772,100,-1.7041,125000,31.5058,24,2500,-37.7331,-0.736526,-37.5212,21.625269019998086
-38.1591,31.6933,-4.7621,2.28449,-0.38905489444732666,1,5.7103,0.17729611694812775,-485.04001741,0.0,1.89859,-0.522629,-64.6515367171,-7.64246177844,1000,130,-0.000861832973865,49.5157394315,7.074999302858487e-06,1.05209,-97.4369,1000,3.35781,0.692552407201,1.25073,31.3332,0.0006143339996924624,-547.100837851,-3.1529,631.5387882990217,-1.86784,0.012321248999796808,-0.815449,-98.9368,-64.6515367171,-0.00201011211208,0,0.0,0.0,-625.272538925,5,1.0506,2.33145,1000.0,-1.95359,-100.344,-64.6515367171,24.16627503500058,-547.100837851,2.15567,100,-1.93481,-0.547100837851,-0.177454,0.06571935600004508,-64.6515367171,1.77511,0.176455,36.0408,-4.2107,-0.515322,-0.646515367171,-2.49179,100.0,0.014148647998808883,26,2.7085271200012357,2.50154,-3.63693010293,0.710801779911,100,-1.67281,130000,31.9033,25,2600,-38.4227,-0.711971,-38.4221,21.3649372530017
-37.3049,30.6888,-3.86359,4.21537,-0.1643255352973938,1,6.15527,0.17700262367725372,-495.946178343,0.0,1.9983,-0.549993,-66.7899557211,-7.47513837533,1000,135,-0.000928724679629,29.3059724454,6.821999704698101e-06,1.06967,-97.1962,1000,2.95666,0.658376582386,1.28306,30.481,0.0006236009976419155,-533.408723232,-4.00249,656.3856542750218,-2.3555,0.014531021999573568,-0.778891,-98.2284,-66.7899557211,-0.0129048501522,0,0.0,0.0,-567.859047591,5,1.03436,2.32293,1000.0,-2.26943,-99.8565,-66.7899557211,24.840118552001513,-533.408723232,2.19749,100,-2.08224,-0.533408723232,-0.138765,0.06767940099962289,-66.7899557211,1.9051,0.193896,35.4716,-6.72942,-0.58652,-0.667899557211,-2.56276,100.0,0.01277600200046436,27,2.702423443002772,4.30037,-4.67803229268,0.842406607353,100,-1.70002,135000,30.8113,26,2700,-37.9474,-0.695914,-37.9163,22.042078261001734
-39.9344,31.0199,-4.26938,2.70024,0.27575308084487915,1,5.86987,0.1757783442735672,-471.702248066,0.0,1.81504,-0.55882,-64.4479959243,-7.9444646284,1000,140,-0.000789549191231,121.68002445,6.722999387420714e-06,1.01943,-97.1273,1000,3.28941,0.80760764804,1.22739,31.1643,0.0006513640000775922,-594.305569418,-3.58133,680.6649003980165,-2.59551,0.011799746000178857,-0.929157,-98.1663,-64.4479959243,-0.00840822544176,0,0.0,0.0,-748.550373206,5,1.03472,2.29038,1000.0,-2.50101,-98.8813,-64.4479959243,24.27196792799805,-594.305569418,2.22785,100,-2.3102,-0.594305569418,-0.0938881,0.06695643999773893,-64.4479959243,2.1586,0.169676,37.7275,-3.96186,-0.569863,-0.644479959243,-2.78496,100.0,0.013509442000213312,28,2.711583783999231,2.55693,-4.19149233113,0.742165449436,100,-1.57821,140000,31.1449,27,2800,-40.3423,-0.753754,-40.2047,21.46746042900122
-38.3536,31.3488,-4.57877,1.62428,-0.08934415131807327,1,5.80371,0.17459896206855774,-486.581400565,0.0,1.84582,-0.544899,-55.3843301787,-8.13881332463,1000,145,-0.000112524259788,55.2419092368,6.487000064225867e-06,1.12932,-97.2313,1000,3.25536,0.78275816039,1.25023,31.5422,0.0006189839987200685,-566.300428543,-3.72343,702.9095586500262,-2.32894,0.01963966800030903,-0.819048,-96.8037,-55.3843301787,-0.00921511520289,0,0.0,0.0,-634.256226689,5,1.01926,2.29297,1000.0,-2.62904,-98.7481,-55.3843301787,22.237518303001707,-566.300428543,2.72142,100,-0.921426,-0.566300428543,-0.243556,0.06680069900176022,-55.3843301787,1.94881,0.180017,35.538,-3.39758,-0.548356,-0.553843301787,-2.47041,100.0,0.013976008998724865,29,2.687784099001874,1.19871,-1.75923185183,0.481158720148,100,-1.66376,145000,31.4354,28,2900,-37.9257,-0.730528,-38.2327,19.448692357000255
-34.066,29.6381,-4.34849,1.89993,-0.2407771646976471,1,6.57079,0.17311668395996094,-472.543197,0.0,1.968,-0.534063,-46.1194687977,-5.08033527974,1000,150,-0.000169650950687,59.8147710558,6.785001460229978e-06,1.09997,-96.3166,1000,3.57619,0.588252632889,1.24348,29.7785,0.0012450440008251462,-515.719434288,-3.42616,725.6548566510246,-2.94046,0.012533843000710476,-0.821753,-96.3278,-46.1194687977,-0.00645566562712,0,0.0,0.0,-633.110202294,5,1.02022,2.54875,1000.0,-2.45991,-97.6078,-46.1194687977,22.738480508000066,-515.719434288,2.77767,100,-3.03918,-0.515719434288,-0.168876,0.06554689000040526,-46.1194687977,1.86271,0.170738,32.359,-5.17874,-0.626069,-0.461194687977,-2.39517,100.0,0.014151845996821066,30,2.7462098360010714,1.63344,-1.77091949292,0.456735451472,100,-1.61169,150000,29.8606,29,3000,-34.3619,-0.745893,-34.31,19.898786263998772
-37.1035,30.4034,-4.39623,1.67311,0.2968873977661133,1,5.94105,0.1712886244058609,-485.606373744,0.0,1.78,-0.533425,-105.130631469,-7.97655581268,1000,155,-0.000627041661399,96.0256612149,6.6069987951777875e-06,1.04868,-96.409,1000,3.3356,0.714853492715,1.24859,30.3077,0.000624459997197846,-560.814241915,-3.53881,750.5909743460179,-3.02165,0.01526771600038046,-0.90554,-96.4485,-105.130631469,-0.00795811796912,0,0.0,0.0,-744.275177012,5,1.03386,2.35737,1000.0,-3.05107,-96.9661,-105.130631469,24.92874576099348,-560.814241915,2.23128,100,-2.56121,-0.560814241915,-0.231518,0.067769788998703,-105.130631469,2.16827,0.158378,35.1631,-4.23928,-0.47997,-1.05130631469,-2.44316,100.0,0.01351243699900806,31,2.7395496790013567,1.58261,-7.2033842346,1.24818039272,100,-1.58247,155000,30.3352,30,3100,-37.1261,-0.752383,-37.25,22.092015072998038
-41.1652,30.9826,-4.21301,1.55845,-0.010022761300206184,1,5.81442,0.16784270107746124,-453.131016033,0.0,1.86296,-0.553056,-68.3039844652,-8.29228420164,1000,160,-0.00136154070575,101.261225359,7.214999641291797e-06,1.08501,-95.9493,1000,4.1783,0.730942277443,1.27131,30.9519,0.0006238679998205043,-559.843045336,-3.71911,775.3452300570243,-3.1399,0.01517126900216681,-0.860007,-96.3417,-68.3039844652,-0.00945352140573,0,0.0,0.0,-738.671824751,5,1.03707,2.46864,1000.0,-3.3907,-95.8085,-68.3039844652,24.74835961700228,-559.843045336,2.16149,100,-2.74346,-0.559843045336,-0.234177,0.06667388200003188,-68.3039844652,1.99438,0.162682,38.3522,-4.07501,-0.564834,-0.683039844652,-2.61412,100.0,0.012858406000304967,32,2.7846967990008125,1.28748,-4.33996405303,0.766457451305,100,-1.51866,160000,30.9772,31,3200,-41.0722,-0.740334,-41.0624,21.8683281779995
-35.4759,28.13,-4.53799,3.88183,-0.025129955261945724,1,6.57184,0.1615109145641327,-524.261701245,0.0,1.82048,-0.547181,-98.7809799818,-8.45597122586,1000,165,-0.000273594875421,32.3744606194,6.655001925537363e-06,1.06573,-95.8095,1000,3.39444,0.822142713383,1.21243,28.3222,0.0006239629983610939,-576.349524262,-3.38742,800.0348437320281,-3.18612,0.015096491999429418,-0.876096,-95.0284,-98.7809799818,-0.00160842979455,0,0.0,0.0,-624.362911943,5,1.02862,2.44457,1000.0,-3.66213,-95.0589,-98.7809799818,24.68402621200221,-576.349524262,2.13051,100,-3.60792,-0.576349524262,-0.237316,0.0702520730010292,-98.7809799818,1.98622,0.166253,32.7916,-2.88505,-0.480359,-0.987809799818,-2.41721,100.0,0.012683214001299348,33,2.7542092709991266,4.23403,-5.55013453641,1.03571507641,100,-1.46862,165000,28.1581,32,3300,-35.4453,-0.720469,-35.324,21.831154544001038
-33.3643,27.6128,-4.51644,4.70969,-0.15339241921901703,1,6.09469,0.16102519631385803,-420.591637654,0.0,2.09302,-0.572476,-102.094629893,-7.80049416445,1000,170,-0.000820468107215,82.908213098,6.577000021934509e-06,1.00489,-95.0058,1000,3.53156,0.745687184342,1.14272,27.7708,0.0006436209987441543,-536.40998557,-2.9279,824.7677350480226,-3.85197,0.015558610997686628,-1.01677,-95.9357,-102.094629893,-0.00634144333133,0,0.0,0.0,-677.35017996,5,1.01335,2.39612,1000.0,-3.91939,-97.9199,-102.094629893,24.727830205996725,-536.40998557,1.87168,100,-4.0818,-0.53640998557,-0.260748,0.06772509200163768,-102.094629893,1.916,0.166411,31.2915,-5.1502,-0.590571,-1.02094629893,-2.51333,100.0,0.012716462999378564,34,2.6949100620004174,4.34768,-7.94905600499,1.56548960465,100,-1.5372,170000,27.7708,33,3400,-33.5118,-0.739597,-33.5193,21.936269779998838
-37.7783,30.5825,-5.06807,1.25951,0.37791040539741516,1,6.62986,0.15897536277770996,-424.722059859,0.0,1.98407,-0.586043,-99.4399755232,-7.21712610478,1000,175,-0.000145437272952,152.645831788,7.4359995778650045e-06,1.13713,-95.1415,1000,3.2237,0.718940341713,1.24362,30.8414,0.0006303249974735081,-533.928605255,-2.91526,850.1498667930136,-4.30952,0.016000359999452485,-0.911193,-95.195,-99.4399755232,-0.0122570141032,0,0.0,0.0,-837.156912531,5,1.023,2.38124,1000.0,-4.26999,-96.2134,-99.4399755232,25.376995343995077,-533.928605255,3.8317,100,-3.93056,-0.533928605255,-0.295313,0.06822485699740355,-99.4399755232,2.20547,0.148507,35.8683,-2.94527,-0.572746,-0.994399755232,-2.42731,100.0,0.013875407999876188,35,2.6760657129998435,1.03661,-7.47724232364,1.43430010223,100,-1.40107,175000,30.6552,34,3500,-37.6972,-0.698379,-37.7948,22.60219124500145
-35.137,29.1129,-4.62889,3.06301,-0.0799010843038559,1,6.01251,0.1565530002117157,-439.873589755,0.0,1.91839,-0.601987,-90.0943327351,-7.03607144122,1000,180,-0.00142579055012,69.5209850209,6.654998287558556e-06,1.07035,-94.9421,1000,3.42779,0.706459094451,1.24413,29.4119,0.0006425749998015817,-527.508455723,-3.04055,873.0395860530116,-4.7262,0.01613554199866485,-0.833036,-95.7085,-90.0943327351,-0.0122724933375,0,0.0,0.0,-589.589394448,5,1.00894,2.41915,1000.0,-4.44531,-96.1847,-90.0943327351,22.884757894993527,-527.508455723,2.89795,100,-4.64163,-0.527508455723,-0.339756,0.06915309999749297,-90.0943327351,1.95691,0.166818,33.2804,-4.20676,-0.535084,-0.900943327351,-2.4492,100.0,0.014157434001390357,36,2.741019550998317,3.09141,-7.69733612023,1.63737783556,100,-1.45385,180000,28.9048,35,3600,-35.0035,-0.729376,-34.6107,20.043643037999573
-36.3915,28.8972,-4.74348,2.00582,0.12300586700439453,1,6.3726,0.15512299537658691,-396.332953848,0.0,1.93706,-0.64702,-49.2527418753,-8.24785488726,1000,185,-0.00105935049002,136.548808099,7.129001460270956e-06,1.00462,-94.9951,1000,3.53232,0.878611148641,1.26923,29.1122,0.0006335450016194955,-566.27243991,-3.53844,898.7357507210108,-4.76734,0.015926082000078168,-0.946051,-95.9985,-49.2527418753,-0.00154359380448,0,0.0,0.0,-798.249775692,5,1.02595,2.324,1000.0,-4.85223,-95.5587,-49.2527418753,25.689792124001542,-566.27243991,1.89676,100,-4.65245,-0.56627243991,-0.2666,0.06571717800034094,-49.2527418753,2.066,0.150967,34.0075,-4.69253,-0.599804,-0.492527418753,-2.66713,100.0,0.022367663998011267,37,2.680101319001551,1.99352,-2.00588810162,0.551153138814,100,-1.39726,185000,28.8004,36,3700,-36.1675,-0.721931,-36.061,22.90503920699848
-39.2253,30.1597,-4.29913,6.6699,0.2357015609741211,1,5.94466,0.1487642079591751,-455.889554579,0.0,1.89243,-0.59228,-61.2421802397,-7.69874799403,1000,190,-0.000222277375538,275.985427576,7.555998308816925e-06,1.11723,-95.4847,1000,4.29554,0.951336682439,1.26924,30.1814,0.0006285070012381766,-661.01027991,-3.97605,922.6391500610152,-4.81331,0.013329388999409275,-0.839609,-96.7443,-61.2421802397,-0.0023258639459,0,0.0,0.0,-1199.68046558,5,1.0281,2.57102,1000.0,-5.08927,-95.3966,-61.2421802397,23.887995708002563,-661.01027991,2.1928,100,-4.23986,-0.66101027991,-0.238463,0.06561631200020202,-61.2421802397,2.12371,0.170457,36.7914,-4.11323,-0.601104,-0.612421802397,-2.44934,100.0,0.014142241001536604,38,2.7582777940006054,6.36614,-2.81501135685,0.574584114699,100,-1.46848,190000,30.2158,37,3800,-38.671,-0.741736,-38.8483,21.035993909001263
-34.1257,30.2975,-4.21257,2.37364,-0.6003915667533875,1,6.04912,0.14828906953334808,-506.827071627,0.0,1.86376,-0.611424,-63.0070288138,-8.07523075204,1000,195,-0.00074936677397,49.9422054988,6.485999620053917e-06,1.15089,-95.4123,1000,3.11929,0.84745633234,1.09818,30.3693,0.0006513449989142828,-561.188502524,-3.48394,947.6197700540106,-5.64686,0.015831660999538144,-0.943049,-98.1528,-63.0070288138,-0.00666465319223,0,0.0,0.0,-622.040130694,5,1.02285,2.32134,1000.0,-5.46256,-96.4477,-63.0070288138,24.974651353993977,-561.188502524,2.80645,100,-5.60104,-0.561188502524,-0.277487,0.06493944199974067,-63.0070288138,1.68542,0.149217,32.3839,-6.71098,-0.689683,-0.630070288138,-2.36118,100.0,0.0127673329989193,39,2.8225378729985096,2.28189,-4.55150870222,0.767411742252,100,-1.51193,195000,30.152,38,3900,-34.3469,-0.728081,-34.2327,22.057917213998735
-35.0091,29.5993,-4.39415,1.11194,-0.06990393996238708,1,5.9448,0.14356133341789246,-399.888311777,0.0,1.79944,-0.641986,-158.6319851,-7.71351418287,1000,200,-0.00085706997273,105.656590253,6.24799940851517e-06,1.12771,-95.5473,1000,3.28682,0.86721060015,1.22659,29.54,0.0006118950004747603,-564.087667504,-3.4817,972.73065735001,-5.54122,0.020580502001394052,-0.884789,-95.8238,-158.6319851,-0.0109793784771,0,0.0,0.0,-703.874311071,5,1.01472,2.39886,1000.0,-5.77042,-97.226,-158.6319851,25.105697123002756,-564.087667504,3.0143,100,-5.34581,-0.564087667504,-0.298208,0.06767769300131476,-158.6319851,1.96399,0.154198,33.1788,-5.61755,-0.513028,-1.586319851,-2.65484,100.0,0.014759665999008575,40,2.6968720270015183,0.950819,-9.20340566711,2.35739479442,100,-1.44326,200000,29.6388,39,4000,-34.9485,-0.741091,-35.0932,22.305189091999637
-38.2917,29.9496,-4.39863,12.8616,0.38872310519218445,1,7.00875,0.1421913057565689,-436.529506699,0.0,1.91503,-0.606153,-72.3369265254,-7.78355305577,1000,205,-0.000635800042974,79.4363077451,7.024998922133818e-06,0.945216,-95.6117,1000,3.26763,0.726579769184,1.28676,29.7852,0.0006452880006690975,-533.354811869,-3.2932,1001.9344854100018,-5.82795,0.015217275999020785,-0.822202,-95.2905,-72.3369265254,-0.00428072080476,0,0.0,0.0,-673.633881292,5,1.01883,2.60734,1000.0,-5.89212,-94.638,-72.3369265254,29.198950109999714,-533.354811869,1.66589,100,-5.76363,-0.533354811869,-0.21992,0.07401287399989087,-72.3369265254,2.19928,0.198537,36.8674,-5.60529,-0.639557,-0.723369265254,-2.44981,100.0,0.014572039999620756,41,3.872135925001203,13.3199,-7.4405188495,1.2940728511,100,-1.63049,205000,29.7871,40,4100,-38.825,-0.791145,-38.5285,25.222359682000388
-38.4397,28.1474,-4.43294,1.32037,0.3924342095851898,1,6.03117,0.14117330312728882,-450.608787541,0.0,1.87918,-0.593523,-115.842750507,-8.10713196933,1000,210,-0.00126559853095,67.8445314571,6.328999006655067e-06,1.20347,-95.7885,1000,2.82111,0.796825556289,1.28728,28.0756,0.000634398002148373,-543.431586429,-3.40695,1028.3351464469997,-5.99485,0.0174822459994175,-0.854444,-96.9153,-115.842750507,-0.00559113815566,0,0.0,0.0,-652.26476411,5,1.01644,2.44897,1000.0,-6.1407,-98.5518,-115.842750507,26.394288279996545,-543.431586429,3.22987,100,-5.86249,-0.543431586429,-0.292982,0.06983186899742577,-115.842750507,2.20045,0.196311,36.1479,-4.08077,-0.664246,-1.15842750507,-2.45189,100.0,0.014992964999692049,42,2.7774197079997975,1.21579,-9.1184789436,1.97218749143,100,-1.58098,210000,28.2088,41,4200,-38.5725,-0.793603,-38.5751,23.513920764999057
-39.0054,29.9326,-4.41049,0.993477,0.22089949250221252,1,6.13349,0.1381469964981079,-487.339790998,0.0,1.93679,-0.602732,-69.2656159095,-7.64322637854,1000,215,-0.000811040087319,105.992479768,7.533999450970441e-06,1.06109,-95.7417,1000,3.40336,0.871501642534,1.16569,29.7876,0.0006407849978131708,-595.871236848,-2.95468,1058.5409501929971,-6.56118,0.017407251998520223,-0.977237,-98.6965,-69.2656159095,-0.00975480644501,0,0.0,0.0,-786.14730783,5,1.01423,2.32928,1000.0,-6.33218,-97.0615,-69.2656159095,30.198875558999134,-595.871236848,2.14639,100,-5.92845,-0.595871236848,-0.185797,0.0713793020004232,-69.2656159095,2.1116,0.183331,37.1187,-5.22738,-0.617023,-0.692656159095,-2.59156,100.0,0.01387689300099737,43,2.845432107002125,0.937724,-6.09345752938,0.971683483395,100,-1.56987,215000,29.8463,42,4300,-39.0008,-0.774156,-39.2562,27.250131685999804
-33.5331,26.7847,-5.34472,2.81528,-0.552931010723114,1,5.91838,0.13810235261917114,-440.277770028,0.0,1.88984,-0.614993,-103.308269317,-7.6700210322,1000,220,-0.000530543147864,45.6917748668,6.890000804560259e-06,1.05955,-94.4744,1000,2.79262,0.698765714158,1.18389,27.048,0.0006462960009230301,-510.96584761,-4.0904,1086.5490211580036,-6.45436,0.016616666998743312,-0.855863,-93.9463,-103.308269317,-0.00645134318159,0,0.0,0.0,-583.516652922,5,1.01942,2.29334,1000.0,-6.55878,-93.6465,-103.308269317,28.002783916006592,-510.96584761,2.28869,100,-6.03086,-0.51096584761,-0.237804,0.08330970800307114,-103.308269317,1.72069,0.182514,31.2248,-4.41772,-0.625227,-1.03308269317,-2.5159,100.0,0.012931049001053907,44,3.1979899010002555,2.48231,-7.36961833145,1.69933471043,100,-1.63511,220000,26.7078,43,4400,-32.919,-0.761326,-33.1551,24.69128340500174
-37.3658,29.0452,-5.37564,1.32446,0.16169391572475433,1,6.60244,0.13925829529762268,-457.111817431,0.0,1.93707,-0.59193,-76.2976562534,-8.33756624356,1000,225,-0.000210986665006,57.875261353,6.9070010795257986e-06,1.07722,-94.8305,1000,3.31973,0.82857870509,1.29098,28.8364,0.0006088369991630316,-558.016216076,-2.9201,1113.5380467390023,-6.69938,0.01635478000025614,-0.882009,-96.7905,-76.2976562534,-0.00893743449657,0,0.0,0.0,-612.270503366,5,1.02651,2.68294,1000.0,-6.57376,-97.8541,-76.2976562534,26.98412886099686,-558.016216076,2.58668,100,-6.74653,-0.558016216076,-0.247059,0.06729034099771525,-76.2976562534,2.08202,0.202248,35.6904,-3.013,-0.5465,-0.762976562534,-2.48582,100.0,0.012771235000400338,45,2.744773829999758,1.10595,-5.67245563848,0.952973025425,100,-1.52445,225000,28.9858,44,4500,-37.8882,-0.783911,-37.7791,24.14232293099849
